X,Y,Name,Description,Date,Zone,Diameter,Length,Image
-74.17646,40.76878,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSy4H2xXmTUUm8xjgYVMg9oKefRpzxSS4Bio2JSpJzuLx2rNNXa92mjtMH89gztSy8p4MzWGfkCKeDfAeMaGyOGzxHj-jGcwWbBkg9iQFlHhVNsQXD_CIl_dt7KLxKnoTI4QHpHQawyMmiALgyKCzmMSuzdNJxshVxD67720tgZdd4Qh75f_ktV-Dmos0zuD0KUYL_w3sTtvkUT1F94zkAIBQezYwDfzwsIAQOhCZUyWlIj5qUciJ0IC40?authuser=0&fife=s16383
-74.17622,40.76881,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTJzsb41TKXUl3tw2YJYa4sS7Qm2GwviNIJLplfZMFSwtaehKjV7BCFgQfO3vrd2K7W4gdMSxQiJxMcTKG3vTmY8A8YMNaNg27wzRZxc6ua3XEqkWwLIFllb7yjbXdNvRRzMZAhnZ6ggUTZKkCsRDIItcrcKkmp-kzfAqtdhEoFWyTKYwy4wCpGpbFLiGFCsZ03mW1GcEnplo3fZp84THCL9kDb3nMplulVAoNVAKtnXUXyNXobgpK81ns?authuser=0&fife=s16383
-74.17535,40.77055,,,3/26,Zone 4,large,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSdXLNqdwSu8QGxb2srPswi9BhcURCdQbYHO1w9ykCcak5qs7Cm7wosUKq7XFz0WvV__GDYgtW40qF8VHNLLOmjP68yFyDHUEdSwTpzSim5u4f4HL_T79mj9xEAL2EEcEle6F5dgHUrXkXA3SgBrMnPn4Uo8If_eFrdvI1BmDIBBPzegiRMi3UfWsVysCr8AcwpYMQhCKd5320awz8CqvQOcQxV6yEeS1BOl34oskZjUSeCKxqqOEkeI1U?authuser=0&fife=s16383
-74.1764596,40.7688632,,,3/26,Zone 4,medium,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGT84VwWPGv8fguYKUYDhaAIsKnAxDlpEiKOLA23hXKUsunFtNws1jDG2StmlP4q8RVr_nZyUCxb17pGWNSeNmQUtdfH2QkLuKhon9lXWtdac5Ntda9qig9PQLNmfPKfjDoCLqZBCUANKNwmhy-XH7ciJtTwg4armkF_5GyfnRgAbADepqYLXk_5rF7Ylhalx_pQQBsLBxi75e3MUn8NdanAdDCRmMf1x8wZEzwp4psHHmEqyofi3Q2txj4?authuser=0&fife=s16383
-74.17546,40.77022,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTN-nu5LMvmQ4Mi4JjS0-Eva-zKh4N0fvhHMBEQRjyuZ9u4qWFkrnPyOh08zK4epdOdIpnkFoV-xO4UVIUgUHWe7vQsZLq2UUXW1xDRl4heM_uCayoPuS2zibrDbXhHbHRb8CXm5II9ybyAZdrj3k4ofAq1OifMHyxen_2DJHGcNmfuqu6O1dc8oViujTAB2ISuoGjOv0tfWK6n2LxGLiBIDqAmAnwEI2g7S8mn81oa2_X-HYRUYFsRe_Y?authuser=0&fife=s16383
-74.17654,40.76873,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSlAunHYeJcMQWdOu6O2-U7mzKfAkwGfQAoBjffgx4r6L5g2pwHrwlaSuqiENZ7zPwsAS5R1zaTxBnHdEcABJvjI78OE1eC6KSZISYgxGd-45EE-TrZZ5faH5_GORfRrrkcr9uCRhpKIFEVDQa4BhYnRlu2uaQAmHu2L-hKiBObvq3ifyFkutOBVD1bFkBrgwRZnFOJnYdGR-40Cyk8V0FRVMGpFTnMiwIki9yB8K2SrPE01U4I9OBdau8?authuser=0&fife=s16383
-74.17604,40.76894,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSG8DPk2juKrDl_-HwE0fwhv_AwIMIkhrM8v5VhZ-jWXOo4gyCXGnko-J0hnIAoqSz9e8JbV_bRfk7Vu0TgjYt2q984GpLKC1NapkdDhTzBWmy0QSZBCu-3voQjGA609i3jog2V7ITsAy3_JthhNLAnBmzfMQlfbbll1qY34A27sMMsay8HH-evPo4UOkR7rNGnnFVhc9zMBYUpzxS8zKFDUZvLUZXLGuHqWZKZl0pn6C8-D0_RacDCst0?authuser=0&fife=s16383
-74.17457,40.76906,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTit9Ycqi7Nvm0dgpeAIDXhmK1UqFoCvr-k2TL8pEyTw5AQrgbuJP0-0RS-eltzAXQ5d7umkSplu0bUuf1cco0nEZRdp1JauIDXP8XY2gfUqVTBAzZdLAGRB2zhlFZzCB_Ck7uBRaYyVpAA2FY80MUhYDGKof_-2HpLdSwxwb24QYBB0Z19mrilbgVbvwXg-gDaITLU7lBM8mgKqY6xiKYDrBIhTxnQPfvKv4nIznUDEDIqASqctcVkPfk?authuser=0&fife=s16383
-74.1749799,40.771,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQGJt2n2Ioa8Lb69KuSSxhRvb1R1GP9oMTJSm9Pv7oqzpWcufv26w5Z14NkAl9bcvVts8doll9rsdumYX7g1p8-LlYDw3bJ9KGphGGZk0rnDpad-Rv3zO2zuswNfo09eoWmgykXA_iXT3CR77SfISgTnO_4g3bXrvJXMDmMmoJHLEOQQ_NI0UHfe90l2JOVBVO2-Q2PRK9DE5nkPdjpuET8Fj5GtI2kBTjCnDIXcVd_1cXJ6_gTVYvHDQc?authuser=0&fife=s16383
-74.1753,40.77048,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQli_KUJTHywCghcdSt2YxFfzTq5Na5KfgGEPZbvwzruxghh1TfEwsDY79u6De510VDvlgi-vLqnE3xWlCWuOtWqmCt3ZFylhxqNDq_87CG24jTFQcvnjOatY1rMVKssHrvxGzCKn79KMfvd4ssnXx9TDbtzOPUkam7S0Y1Xvb5QoqEzNjTu2QgRHMp-7zFS-18phfcha1VrQ1CMO3Rg7CSynu-js3AVGDs_SCS-F88hHgctJs5-_FK1DI?authuser=0&fife=s16383
-74.17639,40.76881,,,3/26,Zone 4,large,medium,
-74.17622,40.76841,,,3/26,Zone 4,medium,small,
-74.17625,40.76881,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQCD2gj0B1Wpjp3kK6uzrQklVJ52_nvzN5CCY4jfY5Q74FTZyUF5mIHGZQdZr4eAhWVsLgMfPThfysW_hHNtYT-HVTHprbjMx8A2OEkV0cZizyAzNryoUlosGnAE9Kv8dJFEeummVDh1McYuLxJuTE1Qfzkk42AoD4_i9RE4f2q7w1yU_gzv3hgr1bxMFLfYiYFQRx7OOiQivGzFHR9kZWVGVl9ibxWu4csyBhIg3Y-eelHmlTxcekpqlM?authuser=0&fife=s16383
-74.17655,40.76871,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSgGpCNWNTAJuU6nQFF_l6rZkan6nLm3_1kT833F9ujmr_gaIc665mXbmqds8SlH65VeXW6DnFuymoTkFyBsfS0C-lajcVlZ2A9JXwWzGIDjpv9E7WvYhP39SP6kE0JDMBEplApApK5ET1uuh1qR6j0qREqdUTQAatyVO1BQdhta34c0wL8GcuFtAO7i_ngWqVht3k6gEqDEKoiiAbG336C9ceeyUr2J36S-kN9jKLmUP-FBqpnNrO-cEQ?authuser=0&fife=s16383
-74.17596,40.76832,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRor_m14M0FMXht4BtlSAilZHDPLyhHMS1CSYipj07sYgPDl9NpMc-t2XVmHuZPCaUfP-O4BWSaHBshsKn0UZsnXFmVNe9iW9XwQEjnqrxQDCH5POUKqODhAGOgLSBi0ubMTeimcJzIGII1HxkYxxW2AVNtonP3hJkVnvC9-jp53piG2hYHcIcaSDqd48T133fE2gT98NLh5ku_0b9jl2jHLdnfcW8hRQat5c98ziQKvSfBLXFyY-MZZAc?authuser=0&fife=s16383
-74.17637,40.76872,,,3/26,Zone 4,large,small,
-74.1754,40.77061,,,3/26,Zone 4,medium,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSTln-49dqxhRF6jDtF8Bh2u-k1ZImcl-i_ZcIwEV9C7hmMhmHO5o8JnD7boYkzLjWyGycZhfyPdSa_8StRDlgBX_V386s6d1Zjy2Pms2XvtuJebd1Emxn01De8WpM48p4XbC_wLUb7AhgUUT75F0ADMa12wPvdIeePLUT5pBzXEr4RzUr4DxewECZnZCFnBKFeEOXFOy2X3PvJVx-8bFFXb-Ycug-0R8PrDdVYRG4VTAUByjrKjAe29Fw?authuser=0&fife=s16383
-74.1755,40.77061,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGR79dk5fGsOZf1RCGUDs8qbryA6t2cn3M28_6psLW2trY6RZuYPqXQ_wmyHhKF73MX1IthwexBiFMht_GJie5MVcbAMYw-4sa7P-Bu1OemfyLF0HVVGKeQYI0QKpRyHf2Zt6WphzLg-IQmCnF_0DhWYs_QLnPECdzkZMyZ1b0Lygrz6egn12-XIkozT5_tcHkuh5WJahgniljETFeFWCkIA_XemIR90IH0Kk2UPxr7Vt7dopDUUj3WChUM?authuser=0&fife=s16383
-74.1752675,40.7705312,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRtJCiNxLNxWL7yBBj__zlLl6Mx2uM-vIT-Y8713Ou5o0QT8rcexgas7qDqTm1qh9MQNhm11dLebynOGUolmEBOJOPuyz9XgbdukQbEICRE7SiGM2QnO-k_tVdIq1o2myd9wnCZ8-ybEuBpod_E5Mmy5Tjd20LPAiUV5foOJSK6aT4AR0caR5y2oOEf87LG0lHSBKhlUK2apNW_p2gIbIsTLmUVvuz4v_nQqlldstNBzJUVA_40taE16nE?authuser=0&fife=s16383
-74.17637,40.76872,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRPqhteMXNsgFGzhhfkRGx46RqylU4auEvpMVyedHN0Gb6lzXIOaOCi2afQs7n-J3GmghCll7bxgXKU4lIYI5uNvWG5toE6_iZOv-GTBQUOvguzwx2HRgNkQdFBpin7P1mw-vrWJqLL60ilE6bvgNHAFYfQjlkyXfCWaoqZu1EnNkViP2B9FY_gAzmhjWg6idztIFhCfJUpqNAmOF-1_32YA8uKEYnsi6XrrgT4fBpYO-IXSXt4k-6IoH4?authuser=0&fife=s16383
-74.17549,40.77066,,,3/26,Zone 4,large,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRnh3n_fB78Q1esMEFf3oK2FNubh5M2335luYwdeDz4HsSBS9D16n4CenVsH-oCfyjOWzPXqzxGLEgEoeg3ZvDxamsej0tdSsbC-MUcwgx6ARCGyCXigNyQq50e7uUAnMTx13SZHe1rMV23zt-AJuVuS5WHCqXU0eQMmKvwkJCP0DkYHhiJNzRMVSueVBm91jggaE0MS4f8K7CQSfuSdJQ0md8Cbq3S3za7700P7r9xomd4mSbDFeYXc2c?authuser=0&fife=s16383
-74.17548,40.77072,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQW3cVm_jId-8Li-xb8vLhbOZhA8NjhVrXao2NFlQd-iBPzKI-C1znGbBieCsOnNWOfobhtbLNs-YKRfUHdwCzcULMvTZGAbSMv4C2BSIZRhP0WbiSyunF_7PIkju5ESPavcTCXg9FuUA14Ih-KNqodS62_P4dUjWlXGKDx50XZ9_vxXicI7aewcshBvMCuaXIh81zu40yK5nvzjd6A00JTtli3_k5GjVl0JUvIPcJ8C3CTLCehAyJbNLU?authuser=0&fife=s16383
-74.175063,40.7701056,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGThR9wzF0he4-kjKLElo72wf_7azidDZOPXa7po-ykxUtpEvTnvEn9gEq1uQTgb64nvCLYSvW1M7POqNOwSQREcXCV_2VhcY8gh21N9-L7fxDQKy5qSO9PPnD9gOJuwDqJ5XuDCm3UmuM2jFNLn_Ol-BhIZRZ-P82cf_YcLKvVkVaqrKwcuqpQzRQwfzWFr9wGKAnWTkLlXY79Je9KVUOT61JXLaLAdTcs-607F19JDXwN7rkWrzQmSsp8?authuser=0&fife=s16383
-74.17559,40.77068,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGT-fGHkmXeRh2If19L_EZbSqWuaWZCYcFCxWZEkeyEUESN58utNDovSQ-AxxmyeOMtFswn-GnUedNhcXTEgok4NTlQe2FrbrSbYFLeniip2DSpNYN1yHPqRtS8Bp9Ryan8Pw0m66wRdkrmA0h8IJ6LGAgNqsR1rFHzI__A_g80ugpCBkGHLELF53nAGL4agiymuWLcMUDS32TeWEnCGL3ETLq3f6W9grzkniDjEdhXbyRGvyRPAUyjmrSQ?authuser=0&fife=s16383
-74.1750456,40.7700325,,,3/26,Zone 4,large,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGS9ByxZoGCCbyMV2pkHKFQMjE7WPgWlZwC9qXDwnob-nTLFMUKGqiZ0x9Y-ngm-3UdJSKBFRlOi2rNsw8RLaySI-Uqaacz6PqcOG7tEvXKUadB_th3-6MLKwzNl_c0Rn4LQqSV-JnH8aUXqPpb_xvwf_lAynJw7P6JPDwx6RayZYmb0etn8yqJecGAdUhl-yF8t_Fe4nQyDE28kRhf7iHADNTpEQPMkyQWyOgQkvM8UItB51Zz5vE636pE?authuser=0&fife=s16383
-74.17539,40.77058,,,3/26,Zone 4,large,large,
-74.17626,40.76871,,,3/26,Zone 4,,,
-74.17632,40.76869,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGR4Hhrnyqi45OIRl2JVO1qZYtgra300RhVLO4NDgm8MYG-PgdL8twGl3glHbHujLiKwNnYZjssnFDRJIS7yuVXBWhWfLhllLscSMh2BvXjBJeOTpxmWyKvsrTd9CGtnco5FzFYOlaAPkZdFyyIxeDV_yUtXtF3vD7UaNouf2acyL_ZEd8NAqSQkF_8gR4lewLQf7rTDyDw86IYo11Db_WSkWTdHx_K-VIEr4x0GCfGBlU2vM0ns47ltbFE?authuser=0&fife=s16383
-74.17562,40.77092,,,3/26,Zone 4,medium,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGS-aUSSviM-rG7chpYrZW955-dVwMFIY6_6WfzhsmsuaW8TkAQi_I0l5-BTbAhqElajpAFILhZGjnE3N-wBcU48_d0OY2DPi3dR06c6qwhM4DeVBmUEz89uDoh2IGk-72qpeTeFB4vlUKhSzD1RWxOed4UtM-P6pocjICi1MKzKc2swkZLbLWWR1djckeFYh1_a7dRD48fY-PZeSd1cAHmCjv-xpac-vDVKz8pHt4J-nxS9noell_gfsW8?authuser=0&fife=s16383
-74.17574,40.77077,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTbpARN_fdOfIs2wTH43LJ8azbj56jhLec4jGIg1MAyuc3oayX_f3Pz_XBdBXEnmwYlNoLkOLWE7No3uqGA3LPjSqPFZ8jhyDUG6XK3kvqY-5AqVxPvUJ504UoFx9EY6HSt-nqclILUs3PakrLvDpYBOL3x94kYRYzsL49f_LpwXCwnDdfCqdTIXrvilkf-bJ3_Xo20S8eBH0q15JtvVIlVXUuvN0IFS-0FAm-kEg-bP8x2e5yph_ALID0?authuser=0&fife=s16383
-74.176,40.77087,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTeYuLLhiTSSUllxh_yelnAf_nqEveAeIrZEGee_sODJnx6PGDS-oatoAyHw_rLROPQe0d6AQ1__aH3M_3qTFWn0zbaIy5b3wPUurIAolg7Nv0IH8cBvTmahLnzRa9RJ2WMPvhTqFldDPVqLRrRTV0X7qkZDRhzJvGcY35qZPAkXe6I9S4e3kd35f49xHFDzRse0YqAhyU5eCdaNiNyiAS_lMV7JtjgVWFpYm28coZrWuJtLDr58Nn_Oas?authuser=0&fife=s16383
-74.175,40.77,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQLuelWPpKhPhqNXjWj0AFOPV3bPfTj3PQ3u0FAegcatSom06VAzug3DE-bNJMM6DsWyR9aiLSEglxO2zgff27ERsDVRF7nWNbsd6ayVxO9WvA5Z9E3ZWvmofO4szqmOrR9TF87iNk9OHmZ8OiTvP0A23m7j_Up3uuYlEIWnzkmHpB2hxNfB4nA9JDE2rD6QCYVlSmbQmhHlsmcxtnWieuj-Z22DBfVyNeyFHVVe9r7uiDo2D7wgb6kfKY?authuser=0&fife=s16383
-74.17575,40.77086,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTV0O21whtFiwVnn4I4qhO8rqYdqoAZ-NpCIz17D67D_zWBmJrTSHj3Ij-jaaT5uF-bY0dHmwR2N7GC7LewF7e0wR3xYXvBaooQXLrNRtlEzH8muS_ATiayCNpA8ozTUW0C5E0blF-wm_CGcCzWilElmYj196E53niOHt2VU5-Btok1jWdz7l38sl81xhUKB19roWixrbbTKAHCQ6fz8T-Yc1y8Gf01k54hGIdIbkRPwpsIgh61RQbd61U?authuser=0&fife=s16383
-74.17568,40.7707,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQADOCQxMeGC9p3NwrcY6RYZOesuvJjvAgpF-TuiNw9MTHNrnt20sQqC7v0D9FA5gEyzpSHW_aO7CHAu6YL4WSXFKegxvdXSWB1V4w4g45SAa6aXqO_8KJkBBX_jGNNsMDdihyNoNS6bko7ZxmrZDgUuJC1zwoIRDIIQrMnM0PdSZOayNzf0Tt7DvHCQqQ5XUwyXGTfhSdsHmYzEs3kor7tFCt14hrBs2dE_etSB24_ZhzhKCn9gI8Xiyk?authuser=0&fife=s16383
-74.17614,40.77101,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQ16lJaSED0lw2enF0bV5MOyBq8ZhoYqot0kl1Bfy0M5sUzccJCH14UjLBP1NOS0a9QkvrCw6d76S5_apIa7tywgLdIiebtJD2i0g56-mvQNm69eOnmJB0e6lgW3FvOAQDkz8BV1VXcA5Tpgbx4A27Fmb_DchUEFNlqmt32jBGRUd0U3uS5TAHPL9875PQ54ZQmRJi3yJ8c9emSckCy2XQmMn-W8v9qHoeBL-Z75BP5hoowbLwxvTuNdSQ?authuser=0&fife=s16383
-74.176,40.771,,,3/26,Zone 4,medium,large,
-74.17611,40.77097,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGR1Dq6nHggu_pRwMY3y-l56B1Pvif6JBVhifjjKK62sPDaD5oKWt3i_HDt9sUoE2SiE9PiEZ5y3d_EB2xKazhRhPoZw2XbbXq7DSUj0vHH4ENPR_F8GKgZB_Q1PhVZU_YV1EF9Dsxc7lIb-GZZa68_HBMVa1E125L1H2Ytbl0yJx6R1ZiKkU52KEDayQmgZSv1XtnOJvhQ4JIQxMLoi0gfWULvK6yG_AFXzjpbvVxRyUxV4bEAt2xG1OPg?authuser=0&fife=s16383
-74.17568,40.77068,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGT8F8yMv_YDVUR4-v26kCpDdIe20xM5HQMnKSnFCjfkQLj2ryE0-MDgfc3vD4SVPJUv8ksohGKkC6Gt-muz0tOdXO4i0ayL7LmD2vQSdPWwTpICPwXOY9oAncyTqu0kuq3RfVd_XAyXuoF6jwDSVAV-27m6QLGCp5_1tMO4apWUXgC_FigJJWHXsGEVBMkwxcPSomzjcwoShmsWc-XtBC4pMXfYcwvrcbiJygU8XqmxuOCoDfZHb2CTcVc?authuser=0&fife=s16383
-74.17618,40.77096,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQQfb5WErA3Ht60kmN7x4h0_yDGZbgavpCksyscYjyCaBl0U6TCs76NZbaahEC8WZKvRmX8qqOlCLfdaGHatZcOgKlODG1IOvyVAiLyIf4Mf_k8VARZtx7SgWt20aJsW0ADqh6bzy4_6oyZ8I1M0GV2ZfFWWrhX1IKf9KjTpgBhuEPaPjE1zle3dxuNs7lGxaa42Er6I13bHwPRAKhK4FI_87adP_iH4xvAVvLy1Kq3acTJmGasLZ3062Y?authuser=0&fife=s16383
-74.1763543,40.7687842,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQ9obZfVUhdr564Rn9NDBNRSe0YnIJDwnP2ao-RzZQe4MUPPSdCDbRFuhgEgj0cDNwmiugW5ppjG_THFr3PDyS_Sr6NnWHIcMtpzBjYhHQx0zj7RlYzHQO17xcGx3R0vj95-EE2iD6mIXGn0gQXUN0XIazf2TJEZ9v52O1Hc-3mLA2dUteTYlo9yV0O7dB9dCSL-7uqmaakoaudp4IiB7yOXrkBto4amsWS4zfnGDFTcQHiIrwB6Mg96x4?authuser=0&fife=s16383
-74.17593,40.77094,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSdcPVoJvXVy622cIlRZvwU4Jcbe-9SRzAE1gy3DycRvXdHmaw6L05tSmgiljEZecZ1246hYPa9d1sVI8amLbV5TXEnFKK2fS0p-SXrN4nDdWmE9UeogJ1gv4NgHBv1TIbSofhmXuvlB26X30pk2DaCw4s32UJTEx-ii8zbe8uhTciWJ6wCVXYVr2_NmlawjY69yNHePz-74vcXgoBk0AiF48CPw7eicDnRMCpAzvekGjj1z1Gjok_stdo?authuser=0&fife=s16383
-74.17617,40.77097,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGSYRvjPsS4Zox1vx2Sd0T03huv2rs_oSSHnZHeTOMyV-_lJvS9s-cct44BkhXh4pmqev9LQ0GhM00Xq1vXaIP0ILZJeCLy3l0_y5ZpYQTTTqIBr7OmhGxzjxxpkxQj5MFvy8VnbOEgjhvgHW9ojcEcUm2A08k42oqpZmxJeGJ9fmv8OZ26k46KyQGfuRk-vCcAaQxE4w4YVyr5hF_Vsmnk4oN-zkM5G2NNbHqgNXN9zmCGqZVu2o_rRS6Q?authuser=0&fife=s16383
-74.17646,40.76871,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRlUj-feWub2YIK7zvWvC_fh_1bu0DJ5QxFa3tW391ed1QH6tzA5mE_QBV8blc04VpBpjhkuGRKn9AwYwoWm_PCbkDJQVnuhFnSo0XeiUstS9ZKcHJcqdTPTffFiCU72hJu-WGjXUMKidusynR2-5VrFOuANayz-aJKnYAdi_82s4Uy_Yn3SkJGI34XXhiOId1EvyuzkFCCuqqFNOuNZ9U4n30Mwld2-NL5NxS-LgEWZFqV7bggqHceCjs?authuser=0&fife=s16383
-74.17808,40.77057,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGR58elt5uRf3vIDYGyHTPkuE-7XHZLuG0yfo2CrBPpraPn8mnwfgBljupryi2uL0938sd8j3P-TRwxIahr9uRI-A0XmVm4OiZsMr1ZkDmb6zrUB4PsSB50VOzAhVfKQepWqbsFagOXaJRknKhfpr6cYVKqYOYWSxNzZ0OY0p8phMXqwNIG8P08-sO5GxHb5yOBVsPp0KujFic_x3Gx7r8li_gST9RsR9wbtiYXiXbGRpK5nGsS0vxZ_vKk?authuser=0&fife=s16383
-74.17595,40.77091,,,3/26,Zone 4,medium,medium,
-74.17722,40.77015,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGS4uF1NZl4rzDnji9LB4qzQhHmuqqYzaz5ApYpWeT3c0wAg4AjwHwoESRL4jPLG_qa4kYnFOPVP0imzigzFFXQPGcLgBsklg-gnfSY_asfrSsrNqu-9pC3soxwtr_8gienFlGRbB5o-8B4dhjtVtdRHLkR8-yhJ76qSQcXlxw1dtmS0QvKKyhDJAbAprg1kLcYbNhqym4fK6elMaZZLxWBoO6XdBPenB2AETeNhVSHzHJArxAyy-QDfOOE?authuser=0&fife=s16383
-74.17598,40.76886,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTkOItF_QoYD04u29CkdO3XaVVS5z4CtD0RcQFR7ZL4M44zSDUSvFoiSbmamZMtX89skmJVWFHUv4xcax37unCr_9ZQP_5WYYGxGw5leYSy5F7BS0OVBBIIqvwF91Jz2ngpZU_E6plsTq1yUkHwiGKTcFv6e4aO7J-emcZpNZrbh2R2UVcw24ABRcCQPo3PDTT8wvOwgbMq4RQ3KV3evmf94JbmH0a34sV11xfDDTmjrUtdHgPRo80j8xc?authuser=0&fife=s16383
-74.17583,40.77083,,,3/26,Zone 4,medium,small,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTGmAxj2vcFiG3DI-m1BFTfeyJpq9pLh7q9J66_35jn_On6isP8T0IadceQTuT0E-omcPLH_HmHbnqlJHljpmhsWFC3OOO8XgrZOWCgIkShNOxZw45iFItLcBFJQHHGnPR4m_ZsEQnec2ogRvd3keJ0LQFchmfXWaxsqEebtdTRCDB_SkXQj92SabfDWS_FoEiwdu_zoDMLHHmK1XdH6DM1HYqXXNnYYwirPvg313a4gszRn-ipM75HK8E?authuser=0&fife=s16383
-74.17659,40.77104,,,3/26,Zone 4,medium,medium,
-74.17601,40.76889,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTaukLGXselb8lx-SgVtV6wZ-4bPIOODLiK9pC2Fmss38u3esnBU78d1cXPMuyDPyDZov32Fv076pTXPDVpToeYp_7wFEBvWROJ0D6UrZTGhTcde038EalTULz5hRbt6R_OR_EFOs6-AchxIa-Ht4890V9JkCW31f71sQQ9GzV9ZKp9gBwj2s5k-REMzUS6ezk5tFI-Mu_D5NucAI1ssPmcPPe1aBbtUq8xsCo6kra4-ZueLlN9DdsezV0?authuser=0&fife=s16383
-74.17582,40.77097,,,3/26,Zone 4,large,large,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGTQbIJQDuHGh6usW-EPZMmw7wvUGeVOCPxCcoHRZ6Afnw0L5mGhOmK6Zbj1ze73hvnrFbgLPbxaPBbv536pfuB9ift9ObOLgWyec4GkpyYGZspgwfvalG0PF4TG9wbLoDbBOMZedk3r34FVE5BhStDYnDhAVNOihms17YwoIMkxTB4-DY_Bio-0QC75HIoT152upRQzs3EE8nlkdSrj7s-HxQMyAm7_raWeX8EaxyJ-o2GBc1EmmZdcmA4?authuser=0&fife=s16383
-74.17648,40.76871,,,3/26,Zone 4,medium,medium,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGQzmr-op8AaHuKuiot9TnXp5oJp9vxlIoRQKFrZuGejA4yPe8poHbXy9fem0X3uBJPSz9WeYE_TWIa3qLHx8_cFRCllOGroGpe4-0rFx4rQypuzJELgEr8eBdq2dqHjN7ao5_LWOwLzVhNtMUdJWan9gGfn8uNIVQsTQCd9qEijbpqqH4f5iSL4LdDPdJb6yqRyDv4znjY6r7hFykeUDO2Ppd4JUjVQIQCbtZCUCwgGtu4-8_BoNhAszBE?authuser=0&fife=s16383
